track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
6zig6VAzxkSV6MUs0kehw3,Distraido - Original Mix,Rafa Barrios,48,2chmQFCpwfjtv4NjbHyJsh,Distraido,2015-07-06,💊ELECTRO-HOUSE-TECH💊,0AFYmoSuoMQiGGjzvBwr6u,edm,electro house,0.714,0.93,7,-7.434,1,0.0519,0.00243,0.833,0.678,0.0767,126.002,407619
668NhiA8niPV6w0K1W5WaE,My Love - Raven & Kreyn Remix,Breathe Carolina,40,5GlY5ccvu5wPOHWes9oaVf,My Love (The Remixes),2019-01-11,Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass,0FCHg9zJMNNiOokh3hVcxd,edm,progressive electro house,0.714,0.796,4,-6.733,0,0.0578,0.00315,0.0,0.442,0.523,125.05,144000
3J06oZ2TNJUGuBF7q8YaDV,The Activist,Chris Goldarg,18,0IHLmh2nu6JCdyTTDvItxl,Room 679,2019-01-27,House Electro 2019,72r6odw0Q3OWTCYMGA7Yiy,edm,electro house,0.688,0.925,8,-5.409,0,0.137,0.0556,0.0262,0.0933,0.738,128.051,166875
7uQ8L9eoeKJPXWG9kG7gFX,Love Of My Life (An Ode To Hip Hop) - Album Version Edit,Erykah Badu,41,1oJIFrDoyKF1aV8sq0rBAQ,Worldwide Underground,2003-09-16,I Love My Neo-Soul,37i9dQZF1DX44dZ4p5QLf4,r&b,neo soul,0.592,0.51,7,-7.271,1,0.49,0.2,4.95e-06,0.201,0.564,84.931,230387
6Zhi2PsqtsgeOF9eLV3Kyu,Cause 2 - Original Mix,Tensal,3,3vJPFJZhTYhdkelpR8E40w,Cause Effect EP,2016-08-05,Underground Party | Hypnotic | Minimal | Acid | Big Room | Tech | Liquid,29jj7pQlDqnWclbHQk21Rq,edm,progressive electro house,0.686,0.769,1,-8.446,0,0.0442,0.0385,0.921,0.111,0.0374,126.991,366619
6qsArsTq6WoqtUFUe1e15W,Airplanes,Local Natives,49,2cIpJDijNEoHv88jJKwDID,Gorilla Manor,2010-02-16,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,r&b,hip pop,0.588,0.529,2,-7.838,1,0.0242,0.534,0.0683,0.126,0.591,95.971,237933
1SB2YU92hrqaxRvjISlHWk,Mi Clika La Rifa - Mas Locos que Simpaticos,El Pinche Mara,7,20EjYeByR3MfYZMngKGunK,Mas Locos Que Simpaticos,2016-02-18,Mexican Gangsta Rap,28Ke4pXWqF2A5b2GfQ1pQt,rap,gangster rap,0.57,0.652,0,-8.416,0,0.0477,0.0196,0.0,0.363,0.856,150.13,182328
06b11p3gAvqqjOnku0CK9V,Hall & Oates,Satchmode,21,1OQC9QT1TmDaMQMc5FEvop,Afterglow,2015-08-25,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.646,0.826,11,-5.635,1,0.0303,0.373,0.749,0.0688,0.853,150.077,205450
5CMvVk1MF7IY6YTkVdwFOm,Harmonious Expectations,jjsauma,23,5viMutu4O0HfPvsEGhTILK,Whispers,2019-10-14,Waves Pop and EDM,64k01l4j6QtnZ8jMaI84AA,edm,pop edm,0.772,0.673,7,-13.9,1,0.0921,0.0128,0.861,0.107,0.532,120.015,391995
2MO3mSPBH8U9qalH72vqZ1,Old English,Young Thug,2,1uxU3gVbnwKwDlcY3FV8QJ,Old English,2014-07-01,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",3jPkaExIWXQWklcmmF5180,rap,southern hip hop,0.809,0.801,1,-5.461,1,0.407,0.0408,0.0,0.353,0.744,81.94,201960
5VRDemuG54tH0QTaHA5di2,Quem Você Pensa Que É?,Juccas,5,5hjRvPCLhdjjwkNJntCBz8,Juccas,2019-03-29,Orgulho Tropical,37i9dQZF1DWZ8fJXMbebf9,latin,tropical,0.788,0.764,7,-4.204,0,0.0534,0.0744,1.72e-06,0.175,0.802,134.016,210750
3PDWPFwYvEGlgcAgDP1ZCs,BARRACA,Garmiani,45,7bojwP01bQB85Lenh0semG,BARRACA,2019-03-11,PAROOKAVILLE - Big Room,6vbHQdtfmexb0ptmBSpemm,edm,big room,0.782,0.979,5,-1.817,0,0.0663,0.184,0.624,0.326,0.935,127.922,150020
4JehYebiI9JE8sR8MisGVb,Halo,Beyoncé,77,39P7VD7qlg3Z0ltq60eHp7,I AM...SASHA FIERCE,2008-11-14,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,261640
4wi4qyWrgH4E4Z6hKrCrrw,Don't Wanna Be Cold,Krimsonn,17,0F6VO7DcaJV07d60pvQ8EQ,Don't Wanna Be Cold,2018-11-16,Big Room EDM,3S03NWbWkrR1e7DPH9rf9Z,edm,big room,0.651,0.812,6,-0.517,1,0.0393,0.011,0.0,0.508,0.737,135.114,181333
7qFxSPDUDMQNGBqTvK4aEj,I Luv It,Jeezy,55,4slt7bfeNHSJUOMVtuIdxP,The Inspiration,2006-01-01,Southern Hip Hop,4lcyWQDOzPfcbZrcBI3FOW,rap,southern hip hop,0.642,0.765,9,-6.626,1,0.0382,0.000975,0.0,0.387,0.19,91.015,240613
4UADR6fNQfx4fxkiRQvSy2,Pristine,Snail Mail,60,2e48GqjEwCi87gQJanb1bf,Lush,2018-06-08,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,r&b,hip pop,0.483,0.695,0,-5.493,1,0.0313,0.00461,0.000661,0.102,0.294,126.212,295333
2SKvJYUnih2apztfzWBQUd,In Your Eyes,Ellipso,57,3XgVejzV9r5R11WJk4jWOn,In Your Eyes,2019-12-20,EDM House & Dance,5CTzufLc0f6MufjKYrIaoO,edm,pop edm,0.747,0.853,9,-4.262,0,0.0491,0.00635,0.874,0.139,0.452,127.983,172388
2qEugvU0hYkAkf3IPWlUps,Caviar,Lenny Tavárez,46,0hZlrtHZXCNeDjon8V6eNH,Caviar,2017-02-17,Trap Rewind,37i9dQZF1DX0JcH25923HT,rap,trap,0.806,0.588,3,-6.948,0,0.0931,0.757,0.0,0.117,0.449,114.963,248373
5h2jt8xsUhW06rFv9HvY7N,"Through the Eyes of Love (Theme from the Motion Picture ""Ice Castles"")",Melissa Manchester,6,5AAPRTUeruIQsjo7MLLhlG,Platinum & Gold Collection,1990-01-01,The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,1S7BckuYIkEazeNKOSM0uA,r&b,urban contemporary,0.418,0.306,10,-12.679,1,0.0289,0.746,3.98e-05,0.0995,0.19,71.251,254493
44ADyYoY5liaRa3EOAl4uf,Slide Away,Miley Cyrus,81,0SHGFAL8WZUvpWb5iLPp6E,Slide Away,2019-08-16,2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥,4JkkvMpVl4lSioqQjeAL0q,latin,latin pop,0.53,0.538,5,-6.672,1,0.0335,0.17,2.83e-06,0.248,0.288,148.051,233654
4zSjQR0bhxFG4MJ5A3ACR9,Shots - Acoustic (Piano) / Live From The Smith Center / Las Vegas,Imagine Dragons,40,51ubMlHxh1pZ95mVB0KMOY,Shots EP,2015-05-04,Unplugged Hits 📣,5NTm3injIRkUMROsZr3C2O,latin,latin pop,0.447,0.388,11,-6.993,1,0.0301,0.928,0.000559,0.109,0.21,95.46,261720
3OCotzyyYbf3vNBQ0tZqMR,Swing It Like Roger,Klischée,40,3LsbDHcIw87U53Ir0pvrNK,Bend the Rules,2016-10-07,Electro Swing,3Dr4NKbsFQ2m7tmPxGRroO,edm,electro house,0.767,0.7,5,-8.253,1,0.184,0.268,0.736,0.105,0.548,127.973,196587
6Pa1NQGHUceBVf0ygeC4wa,Rocky Mountain Way,Joe Walsh,38,0lTknHCG5YS0NeVWZuiWzm,The Music of Grand Theft Auto IV,2008-01-01,70's Classic Rock,76lrxCrKrGDkDDf3SVPnl3,rock,classic rock,0.473,0.566,4,-6.242,1,0.0487,0.0451,0.597,0.104,0.443,85.925,315193
5vMJwEHl4Q8gmQjEfuEh18,Snowstorm,Borgore,37,73oTdHR3qgVaOfTZILXfHK,The Art Of Gore,2019-09-27,Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,0.853,0.969,2,-1.66,1,0.123,0.00197,0.863,0.0703,0.181,124.975,232560
0AaH2y9elmyLhZDUZGBwgh,Confessions,Before Us All,18,2mgHkKJwWMr2vm6QRdJIwJ,Deception,2019-09-27,HARD ROCK Vibes,28817h8FTrRI4V40DqHVaB,rock,hard rock,0.484,0.991,0,-3.262,1,0.138,2.32e-05,0.0193,0.1,0.163,120.022,225250
6L9c3ZVRuOLtA9bROc8ykq,Vuelve,Juan Magán,1,4lzDp348tBjWoiBJ5asD9S,Vuelve,2015-07-10,"Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro)",3hR2R6szlkwZeGyclTgHcF,latin,latin hip hop,0.655,0.672,5,-6.625,1,0.0374,0.627,0.0,0.0856,0.934,174.094,213506
7N06jo3EnV792VFaG8vuW6,Close Your Eyes,Felix Jaehn,79,0PhTTyRWpJVlg4F5RC0xmE,Close Your Eyes,2019-11-22,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.818,0.823,11,-3.563,0,0.2,0.0663,1.17e-05,0.133,0.52,128.136,160794
2779sByIJexX6nBSXEJsVP,I Was Wrong,A R I Z O N A,40,0kVB70fYzafvXGCS3xo4Io,I Was Wrong,2016-01-15,Chillout & Remixes 💜,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.826,0.502,6,-9.361,1,0.0349,0.204,0.0601,0.102,0.561,118.015,216386
10HvNBMPsYz6Yc2l0Dw594,All Over Me,Ibranovski,32,4OcuU8HZgvFiPZKRZTjwvO,All Over Me,2019-11-22,ELECTRO HOUSE 2020,1N5dPU0Ca9N9AwBbUeyzX5,edm,electro house,0.829,0.688,2,-7.955,1,0.0473,0.00257,0.101,0.303,0.273,126.011,190000
4RaWbMItxVbuUExNkFsITP,La Jeepeta,Nio Garcia,63,0pUFniwv3FndU1FlNN3apc,La Jeepeta,2020-01-02,Baila Reggaeton,37i9dQZF1DWY7IeIP1cdjF,latin,reggaeton,0.816,0.726,0,-5.334,1,0.267,0.48,1.41e-06,0.314,0.707,175.933,204809
1JVGANJS6vMS83WSHsTiNf,Colours - Pantac Remix,Loreno Mayer,17,1fsI4lzMPDz22QmYFpT9SL,Colours (Pantac Remix),2019-10-04,Trending EDM by Nik Cooper,4N1ipiKR3xla8UXtE12XBm,edm,progressive electro house,0.535,0.901,3,-5.563,0,0.0801,0.0357,0.000261,0.359,0.12,134.978,185469
489YQCIt2Mi0P1lRdx7uJz,No Podemos - Remix,Ele A El Dominio,62,4jz8jaitW6YNNBS9ikHJ4z,No Podemos (Remix),2019-05-10,Academia Reggaetón,37i9dQZF1DXd8p9XRfIfUn,latin,reggaeton,0.866,0.438,1,-11.24,1,0.456,0.126,7.07e-05,0.131,0.669,99.978,240000
12x8BhnvB1W4uk3VEHOXqa,Fácil,Krawk,55,6BE4QSs59Zh9SBxMJe7AO6,Fácil,2019-08-16,Trapperz Brasil,37i9dQZF1DWWr5uieiPUVM,rap,trap,0.877,0.42,7,-8.239,0,0.175,0.278,0.0,0.163,0.292,135.017,124444
12RbpZv9pUziDUoUNIvWad,Bartender,Alexis y Fido,45,5hHhJQe3zeOy0DEW9GyI4l,Down To Earth,2009-03-26,Reggaeton viejito🔥,0si5tw70PIgPkY1Eva6V8f,latin,reggaeton,0.832,0.733,4,-7.199,0,0.0784,0.0152,0.00278,0.0617,0.32,115.997,174280
4nmXIR8tHEgoHnvRfbPSbw,Cloud 9,Beach Bunny,52,2SYelZBfY0RncM033QPWiw,Cloud 9,2020-01-10,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,147351
7zfb1XgKUMutPkzMW71f1H,Breathe Again (feat. LaraJulie),Heads²,17,4V5CWF55XAkU5IU9cMkTuQ,Breathe Again (feat. LaraJulie),2016-12-19,EDM TROPICAL,3pS63EDS40FVGYL41zAcU4,latin,tropical,0.781,0.703,4,-6.542,0,0.0414,0.0416,0.236,0.167,0.152,112.037,242227
4p6omNSlS2FcJ9QSdHMIEa,Half. Awake,Starsick System,18,5I14DMwVwTJPYYtIypGAmi,Half.,2019-05-17,Hard Rock Workout,3YouF0u7waJnolytf9JCXf,rock,hard rock,0.448,0.947,2,-3.494,1,0.0646,2.69e-05,6.99e-05,0.0643,0.306,115.015,229500
0b9oOr2ZgvyQu88wzixux9,This Is America,Childish Gambino,76,7arx9qPJexCsDz67El4qvk,This Is America,2018-05-06,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024,225773
7gcMKL3lnDxsp4bIXyv6Zk,Shaky Shaky,Daddy Yankee,68,0j74hxgbgc4THmz7rasxgn,Shaky Shaky,2016-04-08,Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖,2kY6lVc5EcVfI5WNKmPQQG,latin,latin pop,0.899,0.626,6,-4.228,0,0.292,0.076,0.0,0.0631,0.873,88.007,234320
643PW82aBMUa1FiWi5VQY7,Babushka Boi,A$AP Rocky,77,3zOkSAbg9o7gQ3yXtZhx5v,Babushka Boi,2019-08-28,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.897,0.743,10,-5.446,0,0.222,0.304,4.44e-05,0.137,0.905,134.979,187105
0BkvZes677Mcp5WVUQjRxD,ZEZE (feat. Travis Scott & Offset),Kodak Black,56,3XtuGV5BJAhCp82dBn0Gvd,ZEZE (feat. Travis Scott & Offset),2018-10-11,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.863,0.627,8,-5.708,0,0.206,0.0485,2.72e-06,0.0968,0.47,98.042,229088
53hsN36AEPsBT0XEh7C2UP,Hell No,Two Neighbors,27,07hAPLjvN3ZbzMbgx5jkuR,Hell No,2019-11-01,Great Pops,5SO7xYih5w8X5FEpKvU7Rt,latin,latin pop,0.671,0.588,7,-9.719,0,0.033,0.185,0.224,0.166,0.255,134.032,180133
5WpNa4vUaruzh0KISY4NkN,Glory,Bastille,50,1qKjUIVG8KmtYceDBWjfqE,Wild World (Complete Edition),2016-09-09,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.558,0.647,6,-5.851,1,0.0638,0.603,0.0,0.0739,0.266,124.01,281866
59xtChyU53MnYp2suvs3Lb,Uiie,Minty Burns,15,5lMsSxAin0NUzDc6iRPeaT,The Dispensary,2018-12-25,"Latest Hits 2020 - Pop, Hip Hop & RnB",7FqZlaYKkQmVnguJbHuj2a,r&b,hip pop,0.8,0.614,6,-8.073,0,0.112,0.0472,0.0,0.291,0.203,130.099,148167
0vek0LcCbvcMtj0GkXMMJy,Do You Want To,Franz Ferdinand,59,5ESRMcTy8mXMA7sHhlXM40,You Could Have It So Much Better,2005-10-03,SNZB PERMANENT WAVE,6CgjYkPIWTxJi8RtPcki02,rock,permanent wave,0.413,0.942,0,-2.871,1,0.0453,0.0783,0.000412,0.689,0.759,123.085,215000
0gb1J5UrTpzaU1s3nupgCd,No Money,Galantis,72,2f7kOrpFos0njurSOi2zqL,No Money,2016-04-01,@deniceemoberg EDM - POP REMIXES,2fbrY1tuoW8Uji14H7623k,edm,pop edm,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,189127
3m8laLj79QtBGgcOjmETNp,Jump - Remastered Version,Van Halen,0,44J092LHxr7dOIVFdxoCkg,The Best Of Both Worlds (US Release),2004-07-13,Hard Rock Classics 1967-1991 (Party Edition),1NIX36ZFWEtgXSbSNghoue,rock,hard rock,0.546,0.843,0,-5.821,1,0.0326,0.12,4.98e-05,0.0618,0.783,129.894,244107
06wxsDleir1dIlqeNv6m2M,You Said,Olmos,30,0m0mxxISM2gry81e9UtPY4,You Said,2019-09-20,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.574,0.664,1,-6.229,1,0.274,0.169,0.0,0.211,0.543,74.946,195200
6qLkMLUIkdtX34gHF9sPFL,After Hours,M-22,68,1LD7wfM8EYjricnmu1EpWQ,After Hours,2019-06-14,Club Mix 2020 🍹,7sq6nuruoMyDhEWkX2oYOg,edm,electro house,0.748,0.84,11,-4.537,0,0.054,0.0225,5.41e-06,0.139,0.68,123.974,164976
70OBOxYnVHt07Vgv1KgjKu,Single Ladies (Put a Ring On It),The Cleverlys,34,5XpJpEeeYJw0s8Q95T3Y6O,The Cleverlys,2011-12-13,Bluegrass Covers,37i9dQZF1DX56crgoe4TG3,r&b,hip pop,0.727,0.606,9,-8.084,1,0.512,0.479,0.0,0.414,0.502,104.588,270720
2yQaw1JxH8OybLYAvU4mQP,Good Girls,Joe,46,7Kb0pU8LBYOoI6hoj7ajHJ,All That I Am,1997-09-23,urban contemporary,7en9i0JMyJlRFX4r4XrXXx,r&b,urban contemporary,0.697,0.514,8,-6.261,0,0.0384,0.279,0.0,0.089,0.741,144.175,297040
7bF6tCO3gFb8INrEDcjNT5,Tough Love - Tiësto Remix / Radio Edit,Avicii,68,7CvAfGvq4RlIwEbT9o8Iav,Tough Love (Tiësto Remix),2019-06-14,Trance Party 2019 by FUTURE TRANCE,2yofeyPwe0ZNmJHTrGz2Qt,edm,big room,0.594,0.935,8,-3.562,1,0.0565,0.0249,3.97e-06,0.637,0.366,127.015,193187
6x53SJOV1PAZ8ZUwH4NFXQ,Knockin' da Boots,H-Town,59,1XXRMULRjSHEmWNxk9G1Cd,Fever for da Flavor,1993-01-28,The Sound of New Jack Swing,0zn8nuASKC0PISqD9mxCSV,r&b,new jack swing,0.726,0.501,1,-13.884,0,0.154,0.155,0.0,0.0893,0.582,128.099,330945
7pWweQxIFyIV7OGkJZLyib,Break The Sky,Dust of Apollon,29,3PcPTPSUtjWdf8Aqbt576h,Break The Sky,2020-01-13,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.319,0.536,0,-5.857,1,0.0478,0.376,0.269,0.408,0.223,75.984,190120
0D8n26VxzYSDIMhDO5JPjO,Flatline,Blanke,53,21c7ZhJbBi1OYKxjjEPMZg,Flatline,2019-12-06,Trap Nation 🔊,5aPwKjwNHr6dnCejLcPTVx,rap,trap,0.34,0.775,11,-4.832,0,0.0551,0.00547,0.000269,0.27,0.226,75.199,225877
6uYAPqxP69zfpCbsTHXgiz,Cater 2 U,Destiny's Child,62,0b6ivSFfDs38MG7aLn9rvO,Destiny Fulfilled,2004-11-16,90s/00s Hip Hop & RnB,0Ar0Ng9DlAWZtSPBvOQgOa,r&b,hip pop,0.605,0.584,11,-7.043,0,0.197,0.286,0.0,0.235,0.464,125.802,245400
0rRHFywFG6H7NAl2wMMCZg,Happy Birthday,Flipsyde,3,3pnioabFZxyxqWBw32sGfx,We The People,2005-01-01,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.552,0.653,7,-6.881,1,0.228,0.329,0.0003,0.202,0.293,93.893,195547
5mpjIvDq4cgQFyZviKwSRP,Akula Owu Onyeara,The Funkees,42,639rxZbr7rGfrEmpphgWuj,"Dancing Time, the Best of Eastern Nigeria's Afro Rock Exponents 1973-77 (Soundway Records)",2012-03-19,Afro Psychedelica,37i9dQZF1DWVyizF9BJ61m,rock,classic rock,0.701,0.701,5,-10.323,0,0.123,0.525,0.047,0.235,0.884,110.718,448914
5bbE0DwaHoAZDapGXmWIcw,GUD VIBRATIONS - Habstrakt Remix,NGHTMRE,57,7i1y3M1yMiixRhD6lV3qou,GUD VIBRATIONS (Habstrakt Remix),2019-09-24,Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,0.681,0.969,11,-1.83,1,0.13,0.00451,0.221,0.526,0.184,124.936,203679
3qSLaqWAsUdpf830MjlRTm,Yo Sé,DJ PV,31,2r5v3G6M3feWoEB4q7EoYD,Me Llevas Más Alto,2017-06-02,LATIN FLOW MIX - Música Cristiana🎵,396llvvFOIB9jgPg0kqNDb,latin,latin hip hop,0.563,0.845,3,-5.221,0,0.085,0.157,4.21e-06,0.156,0.322,127.873,274920
4Bl3vhxLgSmTxbHTFR7eyd,World At Our Feet,Timmy Trumpet,64,6XqGYeoG1MAg74MBzn55If,World at Our Feet,2019-05-09,EDM 2019,1T0ed6Mg0QIruHvcoWWIKy,edm,pop edm,0.456,0.749,6,-4.844,0,0.0834,0.00463,0.0,0.192,0.253,137.958,203291
6MMLr5UnPXkZp5kJHBDPxO,Keep On Waiting,Napkey,37,5ZnpKS2eAWBePJDrq2pNff,Walls - EP,2015-11-13,Chillout & Remixes 💜,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.671,0.537,3,-9.094,0,0.0496,0.582,0.0151,0.0853,0.344,124.942,193627
0jGxutnB4wwApPhbcvCJXG,Senorita,Zita,48,0xIXj7t4OKz9w1i6zmYv7g,Senorita,2019-08-22,Tropical House Remixes 🍍 Tropical Remixes & Tropical Covers,3YdAwfgQLMS4AN2WjRfRlb,latin,tropical,0.664,0.509,0,-9.733,1,0.0367,0.0843,1.85e-05,0.33,0.347,117.018,180000
5OYYacWV45MGBnFakswH5d,Audi II,Smokepurpp,65,6Z2tfVP0x9eI0igAObGth2,Audi II,2019-12-06,GTA San Andreas Radio Los Santos,6m0BqpJfSP2m5xCOFjDRHw,rap,gangster rap,0.789,0.576,10,-6.799,0,0.435,0.0382,0.0,0.136,0.423,139.964,164639
2M89czls4iL4UaGx9Sh4So,Walking After You - Live,Foo Fighters,1,0nn3RvXC6hjzvSwoBMixg7,Skin And Bones,2006-11-07,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.562,0.58,4,-5.515,1,0.025,0.117,0.00134,0.96,0.279,99.369,318693
3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,83,3cQO7jp5S9qLBoIVtbkSM1,Blurryface,2015-05-15,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333
2NToLZNvVaQD3b8ecqiDzh,Crooked Soul - Single Version,Dayseeker,52,1BSf5QvfaqebkozOZ3eHSv,Crooked Soul,2019-04-05,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.46,0.975,5,-3.901,0,0.133,0.000145,0.0,0.105,0.217,128.017,234088
15BhfwZAJVDPufb6O9lMxB,Y Ahora,Mula,38,5uchDW3E2EugxwLK2Oh755,Y Ahora,2019-11-18,Vibra Tropical,37i9dQZF1DX3fXJqxGjuEP,latin,tropical,0.8,0.608,7,-9.858,1,0.0501,0.065,0.344,0.128,0.416,105.007,192000
78CKs2sQgviSRHygJHrhEh,Blue Savannah,Erasure,0,7ciDU0UiqIyh4ZDjZEgdM3,Always - The Very Best of Erasure (Deluxe Version),2015-10-30,Electropop 80/90s,3FBD3d5zl74LaoBMVC4IXq,pop,electropop,0.6,0.67,2,-7.191,1,0.0279,0.045,0.000398,0.131,0.504,134.918,259800
2iObjOsy2vpsariW4Y7hQg,Costa Rica,Bankrol Hayden,67,5mBTgXuk68h77WNzdvuOT7,Costa Rica,2020-01-10,Hip-Hop Central,37i9dQZF1DWY6tYEFs22tT,rap,hip hop,0.9,0.482,11,-8.98,0,0.421,0.201,0.0,0.106,0.68,127.866,114965
077sDUgBHgJyIrdaFUSsnF,That Funky Sound,RSIN,21,5KVHcvdJuvsTODZL7FQkuU,That Funky Sound,2019-12-13,Brand New EDM,2dNitDEHM9FpUGEHWc7zyW,edm,progressive electro house,0.657,0.946,11,-4.181,0,0.121,0.00115,0.0764,0.424,0.172,123.977,254516
0BDH10wUP5k1Pwzw8GjbvB,Dynamite - Original Mix,Quintino,0,7fEoi7VKzmWkSGokUbaE7k,Dynamite (featuring Taylr Renee),2013-09-23,Fitness Workout Electro | House | Dance | Progressive House,6KnQDwp0syvhfHOR4lWP7x,edm,electro house,0.778,0.919,11,-2.866,0,0.0658,0.00349,0.547,0.162,0.237,127.983,245625
2AmCvxADlZLK4xX47VezOR,Feels Good,Tony! Toni! Toné!,35,1yoA6HcbdX23c4k0MXNq5g,Tony! Toni! Tone'! Greatest Hits,1997-01-01,New Jack Swing/ R&B Hits: 1987 - 2002,4sji14lrB5bgcr51lPALYH,r&b,new jack swing,0.804,0.961,2,-5.188,1,0.183,0.0998,0.0,0.228,0.641,117.178,299000
3WVJNKDreudOd8pBjU5nDI,The Touch,Otis Junior,39,44F5YhHPd02X5YBWJsHt4A,The Touch,2019-06-04,I Love My Neo-Soul,37i9dQZF1DX44dZ4p5QLf4,r&b,neo soul,0.774,0.432,2,-5.806,0,0.084,0.315,0.0,0.334,0.727,94.951,153474
79eDnbSBUXoSaoRPqUhTur,Piece of Mind,Joey Bada$$,40,1rJXQEZ5DnUalRSPB3R0WO,B4.DA.$$,2015-01-20,Smooth Hip Hop,7ozFIvz1bE1HPgQTUl5qfT,r&b,hip pop,0.536,0.869,5,-5.224,0,0.183,0.44,0.0,0.748,0.902,88.733,218635
7L97R04c6ZaPlU8xSxibQp,Bad (feat. Vassy) - Radio Edit,David Guetta,48,7bpWEp24oHgUs08ImjakfU,Listen Again,2015-11-27,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,170625
4AeQoeXXT9MgJzbVGrjUov,To Be a Man,4FOXSAKE,28,0UHffE78iZNecSNQC7QUgQ,Make Believe,2019-10-09,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",3Ho3iO0iJykgEQNbjB2sic,rock,classic rock,0.298,0.974,4,-3.935,1,0.0696,0.000264,7.11e-06,0.269,0.569,160.541,191184
5ql2mP9FUhB3SgMzv2akuO,Heaven (feat. Veronica),Dzeko,68,0YChiWq0EY70A7kYenRHyI,Heaven (feat. Veronica),2019-01-04,EDM 2019,1T0ed6Mg0QIruHvcoWWIKy,edm,pop edm,0.657,0.882,0,-3.565,0,0.0456,0.247,0.00202,0.112,0.179,127.994,195000
6x9YqifhoOc10bPCB6ABRs,Drop the Hammer,Rev Theory,42,5QjgB5xyudjuADDyVLB3Vu,Drop the Hammer,2019-10-08,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.424,0.946,4,-3.633,0,0.148,4e-05,0.289,0.0619,0.425,164.967,189273
35Xf2ABjPzUXKz19akd7Jj,Famous Hoes,NLE Choppa,80,6KuvJ7yluj7KuMDm9ydXM1,Famous Hoes,2019-12-10,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.732,0.627,4,-5.693,0,0.161,0.346,0.0,0.261,0.332,81.481,135460
0sLrHBMJNOxEcMhcseE3I4,Rollin' With Kid 'N Play,Kid 'N Play,43,1XN7cuhq8ZIvWsUUZ9xDzR,2 Hype,1988,Minitruckin Playlist,0VVH2Nzj6kBVGK3WIUQMAw,rap,southern hip hop,0.761,0.727,1,-12.655,1,0.133,0.0362,0.00498,0.0461,0.739,103.013,243800
