track_id,track_name,track_artist,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
72RFLY7sigTDszBRAKg9Mf,Like A Bitch - Extended Mix,Zomboy,0OooME7xUZgSSkBKwzl5X4,Neon Grave,2016-03-11,Trap Nation 🔊,5aPwKjwNHr6dnCejLcPTVx,rap,trap,0.592,0.988,6,-0.846,1,0.0997,0.000767,0.707,0.0847,0.268,149.985,264000
6V775dYuMO5BKjo9C3nhqL,Sara,Starship,1iUToID4xbYZLLdfr82goF,Best of Starship,2010-06-22,80s Pop & Rock Hits and Album Tracks,0XOIK4m26aeYSD61E5nSVW,rock,album rock,0.63,0.611,10,-10.298,1,0.0348,0.229,3.97E-06,0.105,0.275,103.043,285942
4W5DfWLMQ6HE4nfUUDpiln,Locators,Losless,3t2DD3EGBm8RPvj01f7PRt,Locators,2018-08-13,Underground Party | Hypnotic | Minimal | Acid | Big Room | Tech | Liquid,29jj7pQlDqnWclbHQk21Rq,edm,progressive electro house,0.772,0.672,1,-9.786,0,0.0758,0.145,0.916,0.0786,0.0655,123.97,427773
0wGFNHfPbknx9LAt8Nj8FE,I Bet My Life - Alex Adair Remix,Imagine Dragons,64fRjnGGjvdXC5PfTJKz8M,I Bet My Life (Remixes),2015-01-26,Chillout & Remixes 💜,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.591,0.519,1,-9.077,1,0.279,0.0637,0.000238,0.154,0.588,117.159,190280
0ZgTez1pojM5aCxsV0hrC9,No Guarantee - Remix Version,Chico DeBarge,0AHbQKIEj4X5ghszLRhnLL,Long Time No See,1997-11-18,90s R&B - The BET Planet Groove/Midnight Love Mix,7LjRWGUdOmBdPG1W1bga4i,r&b,new jack swing,0.851,0.75,11,-5.789,0,0.119,0.0646,0,0.261,0.623,127.885,244467
1CuBioSnK1CMLeKDmNpoix,Rasputin - Radio Edit,Hard Rock Sofa,4AVZ53s6eDK8dn00x4gaNE,House Summerlove 2013,2013-05-31,Fitness Workout Electro | House | Dance | Progressive House,6KnQDwp0syvhfHOR4lWP7x,edm,progressive electro house,0.531,0.973,5,-1.87,1,0.0399,0.0346,0.709,0.203,0.13,127.98,170507
7bNFkCSO1ofu3uzr6voY7T,Just Got Paid,ZZ Top,4M9bA8YsjIlZOg2wD0BmsM,Rio Grande Mud,1972,Badass Rock,44bkJI1QGkT2O0GYJSsbkp,rap,southern hip hop,0.567,0.687,9,-10.536,1,0.0435,0.29,0.426,0.121,0.625,99.93,267480
1hES47PrbU8GPTI5A9lsr0,I Never Loved a Man (The Way I Love You),Aretha Franklin,5WndWfzGwCkHzAbQXVkg2V,I Never Loved a Man the Way I Love You,1967-03-10,Sexy Soul 2020,5EMARioe9z9eKOeWIAC2JW,r&b,neo soul,0.657,0.371,5,-9.186,1,0.0359,0.367,0.0459,0.157,0.709,134.867,171773
6vcIFbbIOVfek0Npl2t1qq,If I Can't,50 Cent,2PiSkRUZWhvID1Cf3ppls4,Get Rich Or Die Tryin' (Explicit Version),2003-02-06,Gangster Rap,5joQabz9ys3XPGbSx5CaKv,rap,gangster rap,0.877,0.638,11,-2.537,0,0.333,0.249,0,0.0239,0.836,93.952,196640
12avIub7BD2xuMOhyvIr08,Ratata,TV Noise,63vsIUF04vVOP94Gd5qAgY,Bring It Back EP,2019-02-01,Nasty Bits,37i9dQZF1DX2VvACCrgjrt,edm,electro house,0.893,0.74,10,-2.948,0,0.114,0.00179,3.99E-05,0.0734,0.644,127.978,162899
3bN4tg6rnNPy9GCkGhym4T,Message In A Bottle - Remastered 2003,The Police,4dB2uBf7IEazBMreDVZmB2,Reggatta De Blanc (Remastered),1979-10-02,"Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos",3Ho3iO0iJykgEQNbjB2sic,rock,classic rock,0.577,0.808,1,-7.04,0,0.039,0.0338,1.33E-05,0.221,0.869,151.008,290280
6oKyVzTqcAq9UE9HeIfo2E,Lets Get It On - Marvin Gay Sample,P I A (Players In Action),7bZPSiqIkFk9Lb3HDR5DYj,On Everythang,2011-08-30,The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,1S7BckuYIkEazeNKOSM0uA,r&b,urban contemporary,0.571,0.387,8,-12.372,1,0.459,0.0549,0,0.0803,0.196,164.977,246587
722tgOgdIbNe3BEyLnejw4,Black Skinhead,Kanye West,7D2NdGvBHIavgLhmcwhluK,Yeezus,2013-01-01,Locker Room,37i9dQZF1DX8SaiEt4OVJw,edm,big room,0.766,0.821,1,-6.124,1,0.268,0.00112,0,0.168,0.299,130.073,188013
6wWCyJmOsODjsCMtpjAH3H,Murder,Mako,3otM0vxBA5mHRB8jk4Q0SZ,Murder,2018-06-22,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.64,0.646,5,-6.161,0,0.13,0.276,0,0.126,0.37,97.864,189185
4PNKgqXRmLMPC14Xc0RxME,Mi Chain de Roque,Duki,3AYOcFGbuVXt9t5Fx0jRXo,Mi Chain de Roque,2018-09-29,Trapperz Argentina,37i9dQZF1DWXrVH01e3PIE,rap,trap,0.735,0.656,0,-6.573,1,0.0359,0.114,0,0.17,0.298,129.989,182293
00MI0oGDVJYM1qWbyUOIhH,867-5309 / Jenny,Tommy Tutone,6lqQzf2MGsTQ577cGXIfcK,867-5309 / Jenny,2008-04-09,80s / Classic Rock,29dTrOurPDrMcrnio2q6hZ,rock,classic rock,0.73,0.785,2,-7.201,1,0.0456,0.0418,0.00669,0.123,0.724,137.639,231080
5RJ6LmF7ElAfQuCAQ8QDI1,Kristall,AK Ausserkontrolle,6GYCFK7OD4XiJhUTTnGU8Z,A.S.S.N.,2017-05-05,Gangster Rap Deutsch,1qXg9ck25tBRxeXsj8mbDG,rap,gangster rap,0.702,0.687,0,-4.902,1,0.365,0.236,0,0.114,0.294,94.74,164680
